NetBenchWithContentionMpiSsend_O3_native_2b
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Kind (np=2)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^9	0.000175	23.369322
Send/Recv	2^10	0.000228	35.959718
Send/Recv	2^11	0.000441	37.155126
Send/Recv	2^12	0.000985	33.273205
Send/Recv	2^13	0.002202	29.767360
Send/Recv	2^14	0.004252	30.825950
Send/Recv	2^15	0.008470	30.948850
Send/Recv	2^16	0.018422	28.460526
Send/Recv	2^17	0.036638	28.620080
Send/Recv	2^18	0.074050	28.320848
Send/Recv	2^19	0.148640	28.217882
Send/Recv	2^20	0.297389	28.207562
Send/Recv	2^21	0.595172	28.188849
Send/Recv	2^22	1.190250	28.191085
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068086
Send/Recv	2^1	0.000118	0.135400
Send/Recv	2^2	0.000116	0.274833
Send/Recv	2^3	0.000117	0.548339
Send/Recv	2^4	0.000116	1.098851
Send/Recv	2^5	0.000119	2.156542
Send/Recv	2^6	0.000126	4.075432
Send/Recv	2^7	0.000123	8.335805
Send/Recv	2^8	0.000125	16.325143
Send/Recv	2^9	0.000164	24.927812
Send/Recv	2^10	0.000237	34.614403
Send/Recv	2^11	0.000389	42.169528
Send/Recv	2^12	0.000902	36.341818
Send/Recv	2^13	0.002268	28.897562
Send/Recv	2^14	0.004363	30.044686
Send/Recv	2^15	0.008835	29.671110
Send/Recv	2^16	0.017738	29.556741
Send/Recv	2^17	0.036520	28.712404
Send/Recv	2^18	0.074274	28.235431
Send/Recv	2^19	0.148553	28.234373
Send/Recv	2^20	0.297247	28.220996
Send/Recv	2^21	0.595169	28.189012
Send/Recv	2^22	1.190348	28.188765
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068186
Send/Recv	2^1	0.000117	0.136633
Send/Recv	2^2	0.000118	0.271816
Send/Recv	2^3	0.000117	0.544978
Send/Recv	2^4	0.000120	1.069419
Send/Recv	2^5	0.000118	2.176409
Send/Recv	2^6	0.000123	4.172101
Send/Recv	2^7	0.000124	8.281875
Send/Recv	2^8	0.000122	16.745843
Send/Recv	2^9	0.000173	23.707820
Send/Recv	2^10	0.000231	35.486943
Send/Recv	2^11	0.000418	39.160946
Send/Recv	2^12	0.000879	37.278069
Send/Recv	2^13	0.002271	28.857727
Send/Recv	2^14	0.004423	29.633016
Send/Recv	2^15	0.008674	30.222856
Send/Recv	2^16	0.018108	28.953678
Send/Recv	2^17	0.036323	28.868197
Send/Recv	2^18	0.073499	28.533062
Send/Recv	2^19	0.148537	28.237513
Send/Recv	2^20	0.297446	28.202166
Send/Recv	2^21	0.594988	28.197582
Send/Recv	2^22	1.190201	28.192237
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000118	0.067821
Send/Recv	2^1	0.000116	0.138080
Send/Recv	2^2	0.000121	0.264787
Send/Recv	2^3	0.000118	0.543547
Send/Recv	2^4	0.000118	1.087046
Send/Recv	2^5	0.000116	2.213430
Send/Recv	2^6	0.000128	4.012177
Send/Recv	2^7	0.000106	9.625728
Send/Recv	2^8	0.000122	16.848295
Send/Recv	2^9	0.000156	26.251019
Send/Recv	2^10	0.000233	35.098547
Send/Recv	2^11	0.000453	36.200977
Send/Recv	2^12	0.001057	30.988823
Send/Recv	2^13	0.002404	27.262536
Send/Recv	2^14	0.004290	30.552052
Send/Recv	2^15	0.008628	30.384093
Send/Recv	2^16	0.017999	29.128661
Send/Recv	2^17	0.036888	28.426262
Send/Recv	2^18	0.074050	28.320651
Send/Recv	2^19	0.148452	28.253665
Send/Recv	2^20	0.297417	28.204842
Send/Recv	2^21	0.594995	28.197223
Send/Recv	2^22	1.190196	28.192363
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000119	0.067437
Send/Recv	2^1	0.000117	0.136600
Send/Recv	2^2	0.000117	0.274385
Send/Recv	2^3	0.000119	0.538718
Send/Recv	2^4	0.000118	1.086721
Send/Recv	2^5	0.000119	2.157788
Send/Recv	2^6	0.000095	5.403920
Send/Recv	2^7	0.000126	8.149821
Send/Recv	2^8	0.000124	16.506101
Send/Recv	2^9	0.000161	25.421646
Send/Recv	2^10	0.000224	36.599948
Send/Recv	2^11	0.000460	35.579914
Send/Recv	2^12	0.000959	34.152331
Send/Recv	2^13	0.002221	29.509203
Send/Recv	2^14	0.004404	29.763765
Send/Recv	2^15	0.008468	30.957172
Send/Recv	2^16	0.017631	29.736556
Send/Recv	2^17	0.036786	28.504568
Send/Recv	2^18	0.073708	28.452224
Send/Recv	2^19	0.148595	28.226361
Send/Recv	2^20	0.297449	28.201823
Send/Recv	2^21	0.594784	28.207236
Send/Recv	2^22	1.190277	28.190441
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000118	0.068038
Send/Recv	2^1	0.000118	0.136038
Send/Recv	2^2	0.000118	0.272056
Send/Recv	2^3	0.000118	0.541360
Send/Recv	2^4	0.000118	1.080976
Send/Recv	2^5	0.000118	2.170298
Send/Recv	2^6	0.000099	5.178964
Send/Recv	2^7	0.000121	8.482569
Send/Recv	2^8	0.000125	16.445617
Send/Recv	2^9	0.000157	26.137367
Send/Recv	2^10	0.000233	35.147485
Send/Recv	2^11	0.000437	37.478272
Send/Recv	2^12	0.001058	30.962323
Send/Recv	2^13	0.002338	28.027942
Send/Recv	2^14	0.004334	30.245429
Send/Recv	2^15	0.008753	29.948842
Send/Recv	2^16	0.018178	28.842644
Send/Recv	2^17	0.036505	28.724289
Send/Recv	2^18	0.073887	28.383414
Send/Recv	2^19	0.148474	28.249467
Send/Recv	2^20	0.297631	28.184605
Send/Recv	2^21	0.595136	28.190573
Send/Recv	2^22	1.190283	28.190309
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000120	0.066567
Send/Recv	2^1	0.000120	0.133296
Send/Recv	2^2	0.000121	0.265404
Send/Recv	2^3	0.000117	0.549013
Send/Recv	2^4	0.000119	1.074064
Send/Recv	2^5	0.000119	2.149550
Send/Recv	2^6	0.000127	4.021715
Send/Recv	2^7	0.000113	9.024929
Send/Recv	2^8	0.000128	16.043806
Send/Recv	2^9	0.000167	24.597283
Send/Recv	2^10	0.000211	38.842683
Send/Recv	2^11	0.000484	33.873742
Send/Recv	2^12	0.000971	33.747679
Send/Recv	2^13	0.002432	26.942068
Send/Recv	2^14	0.004431	29.582894
Send/Recv	2^15	0.008539	30.699344
Send/Recv	2^16	0.018140	28.901715
Send/Recv	2^17	0.036396	28.810515
Send/Recv	2^18	0.073885	28.383914
Send/Recv	2^19	0.148357	28.271662
Send/Recv	2^20	0.297542	28.193054
Send/Recv	2^21	0.595025	28.195818
Send/Recv	2^22	1.190340	28.188948
NetBenchWithContentionMpiSsend_O3_native_64
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode16]:2222,[10.0.1.66]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode15]:2222,[10.0.1.64]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode13]:2222,[10.0.1.60]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode11]:2222,[10.0.1.56]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode12]:2222,[10.0.1.58]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode09]:2222,[10.0.1.52]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode10]:2222,[10.0.1.54]:2222' (ECDSA) to the list of known hosts.
Kind (np=64)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000121	0.066364
Send/Recv	2^1	0.000119	0.134277
Send/Recv	2^2	0.000120	0.267273
Send/Recv	2^3	0.000120	0.532737
Send/Recv	2^4	0.000119	1.071482
Send/Recv	2^5	0.000120	2.128692
Send/Recv	2^6	0.000128	4.012760
Send/Recv	2^7	0.000113	9.049333
Send/Recv	2^8	0.000129	15.849061
Send/Recv	2^9	0.000159	25.825402
Send/Recv	2^10	0.000229	35.722070
Send/Recv	2^11	0.000433	37.803939
Send/Recv	2^12	0.000938	34.925805
Send/Recv	2^13	0.002501	26.208954
Send/Recv	2^14	0.004440	29.520917
Send/Recv	2^15	0.008480	30.913950
Send/Recv	2^16	0.018185	28.830540
Send/Recv	2^17	0.036809	28.487199
Send/Recv	2^18	0.074158	28.279384
Send/Recv	2^19	0.148472	28.249811
Send/Recv	2^20	0.297352	28.211039
Send/Recv	2^21	0.595090	28.192737
Send/Recv	2^22	1.190423	28.186985
Warning: Permanently added '[hpcvirtualizationnode09]:2222,[10.0.1.52]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode15]:2222,[10.0.1.64]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode11]:2222,[10.0.1.56]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode16]:2222,[10.0.1.66]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode12]:2222,[10.0.1.58]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode13]:2222,[10.0.1.60]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode10]:2222,[10.0.1.54]:2222' (ECDSA) to the list of known hosts.
Kind (np=64)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000118	0.067547
Send/Recv	2^1	0.000121	0.132577
Send/Recv	2^2	0.000121	0.263950
Send/Recv	2^3	0.000122	0.524444
Send/Recv	2^4	0.000121	1.061390
Send/Recv	2^5	0.000120	2.138319
Send/Recv	2^6	0.000128	4.005116
Send/Recv	2^7	0.000111	9.232872
Send/Recv	2^8	0.000124	16.475782
Send/Recv	2^9	0.000157	26.032300
Send/Recv	2^10	0.000260	31.539841
Send/Recv	2^11	0.000457	35.813704
Send/Recv	2^12	0.001023	32.022000
Send/Recv	2^13	0.002370	27.649771
Send/Recv	2^14	0.004470	29.322680
Send/Recv	2^15	0.008626	30.389535
Send/Recv	2^16	0.017739	29.556147
Send/Recv	2^17	0.036544	28.693654
Send/Recv	2^18	0.073966	28.352972
Send/Recv	2^19	0.148578	28.229737
Send/Recv	2^20	0.297355	28.210722
Send/Recv	2^21	0.595081	28.193175
Send/Recv	2^22	1.190402	28.187481
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode13]:2222,[10.0.1.60]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode10]:2222,[10.0.1.54]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode15]:2222,[10.0.1.64]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode12]:2222,[10.0.1.58]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode09]:2222,[10.0.1.52]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode16]:2222,[10.0.1.66]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode11]:2222,[10.0.1.56]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Kind (np=64)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000121	0.065908
Send/Recv	2^1	0.000120	0.132966
Send/Recv	2^2	0.000120	0.266576
Send/Recv	2^3	0.000120	0.533960
Send/Recv	2^4	0.000119	1.071969
Send/Recv	2^5	0.000120	2.130891
Send/Recv	2^6	0.000131	3.911976
Send/Recv	2^7	0.000109	9.365454
Send/Recv	2^8	0.000129	15.839581
Send/Recv	2^9	0.000162	25.272870
Send/Recv	2^10	0.000257	31.815450
Send/Recv	2^11	0.000512	31.992377
Send/Recv	2^12	0.001001	32.720816
Send/Recv	2^13	0.002361	27.761269
Send/Recv	2^14	0.004485	29.224145
Send/Recv	2^15	0.008800	29.788817
Send/Recv	2^16	0.018265	28.703915
Send/Recv	2^17	0.036762	28.523020
Send/Recv	2^18	0.073829	28.405472
Send/Recv	2^19	0.148569	28.231425
Send/Recv	2^20	0.297385	28.207938
Send/Recv	2^21	0.595096	28.192439
Send/Recv	2^22	1.190324	28.189322
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode11]:2222,[10.0.1.56]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode16]:2222,[10.0.1.66]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode10]:2222,[10.0.1.54]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode09]:2222,[10.0.1.52]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode13]:2222,[10.0.1.60]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode15]:2222,[10.0.1.64]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode12]:2222,[10.0.1.58]:2222' (ECDSA) to the list of known hosts.
Kind (np=64)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000123	0.065191
Send/Recv	2^1	0.000122	0.130657
Send/Recv	2^2	0.000121	0.264443
Send/Recv	2^3	0.000122	0.522960
Send/Recv	2^4	0.000121	1.057149
Send/Recv	2^5	0.000122	2.101584
Send/Recv	2^6	0.000124	4.114847
Send/Recv	2^7	0.000127	8.042185
Send/Recv	2^8	0.000130	15.762496
Send/Recv	2^9	0.000158	25.869445
Send/Recv	2^10	0.000215	38.089754
Send/Recv	2^11	0.000442	37.055382
Send/Recv	2^12	0.000876	37.416856
Send/Recv	2^13	0.002458	26.661156
Send/Recv	2^14	0.004370	29.994869
Send/Recv	2^15	0.008831	29.685852
Send/Recv	2^16	0.017824	29.415085
Send/Recv	2^17	0.036929	28.394499
Send/Recv	2^18	0.073609	28.490327
Send/Recv	2^19	0.148244	28.293280
Send/Recv	2^20	0.297261	28.219664
Send/Recv	2^21	0.595150	28.189882
Send/Recv	2^22	1.190405	28.187402
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode16]:2222,[10.0.1.66]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode12]:2222,[10.0.1.58]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode13]:2222,[10.0.1.60]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode09]:2222,[10.0.1.52]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode10]:2222,[10.0.1.54]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode11]:2222,[10.0.1.56]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode15]:2222,[10.0.1.64]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
